column,nominal_position_mm,green_median,green_std
1.530000000000000000e+02,6.674068965517241381e+00,1.166700000000000000e+04,5.343172121980976499e+02
1.540000000000000000e+02,6.709103448275861581e+00,1.157100000000000000e+04,5.731864616645468686e+02
1.550000000000000000e+02,6.744137931034482669e+00,1.158700000000000000e+04,5.838781160914902557e+02
1.560000000000000000e+02,6.779172413793102869e+00,1.165100000000000000e+04,5.654606475724550592e+02
1.570000000000000000e+02,6.814206896551723069e+00,1.160300000000000000e+04,5.875997206472197831e+02
1.580000000000000000e+02,6.849241379310344158e+00,1.153100000000000000e+04,5.948854282199263253e+02
1.590000000000000000e+02,6.884275862068964358e+00,1.161900000000000000e+04,6.099045795964026411e+02
1.600000000000000000e+02,6.919310344827586334e+00,1.158700000000000000e+04,5.708993429449502628e+02
1.610000000000000000e+02,6.954344827586206534e+00,1.146700000000000000e+04,5.925164912396944601e+02
1.620000000000000000e+02,6.989379310344826735e+00,1.157100000000000000e+04,5.525135437647719527e+02
1.630000000000000000e+02,7.024413793103447823e+00,1.149900000000000000e+04,5.630747147772865446e+02
1.640000000000000000e+02,7.059448275862068023e+00,1.154700000000000000e+04,5.749319152355834603e+02
1.650000000000000000e+02,7.094482758620689999e+00,1.147500000000000000e+04,5.602714362985249181e+02
1.660000000000000000e+02,7.129517241379310200e+00,1.144300000000000000e+04,6.114006903026490818e+02
1.670000000000000000e+02,7.164551724137930400e+00,1.138700000000000000e+04,5.913557744779053564e+02
1.680000000000000000e+02,7.199586206896551488e+00,1.145100000000000000e+04,5.716977636445787994e+02
1.690000000000000000e+02,7.234620689655171688e+00,1.142700000000000000e+04,5.429569863373296812e+02
1.700000000000000000e+02,7.269655172413792776e+00,1.146700000000000000e+04,5.876449237591516521e+02
1.710000000000000000e+02,7.304689655172412976e+00,1.133900000000000000e+04,5.598921395142915571e+02
1.720000000000000000e+02,7.339724137931033177e+00,1.136300000000000000e+04,5.961236054653769543e+02
1.730000000000000000e+02,7.374758620689655153e+00,1.139500000000000000e+04,6.088080499360420390e+02
1.740000000000000000e+02,7.409793103448275353e+00,1.131500000000000000e+04,5.617992433986312335e+02
1.750000000000000000e+02,7.444827586206896441e+00,1.123500000000000000e+04,5.900621696607842068e+02
1.760000000000000000e+02,7.479862068965516642e+00,1.131500000000000000e+04,5.682785187185309042e+02
1.770000000000000000e+02,7.514896551724136842e+00,1.134700000000000000e+04,5.624866527134855687e+02
